work_order_id,asset_id,work_type,priority,created_date,sla_due_date,completed_date,status,estimated_hours,required_skill
WO-0003397,AST-00859,Preventive,Medium,2025-07-02,2025-07-12,2025-07-02,Completed,3.4,breaker
WO-0003962,AST-00996,Preventive,Medium,2025-07-02,2025-07-12,2025-07-14,Completed,6.4,cable
WO-0005257,AST-00900,Corrective,Medium,2025-07-02,2025-07-12,2025-07-03,Completed,8.7,cable
WO-0000095,AST-00025,Preventive,Medium,2025-07-03,2025-07-13,2025-07-06,Completed,6.5,third_rail
WO-0000367,AST-00094,Preventive,Medium,2025-07-03,2025-07-13,2025-07-12,Completed,6.6,breaker
WO-0005018,AST-00740,Corrective,Medium,2025-07-03,2025-07-13,2025-07-05,Completed,6.8,cable
WO-0001268,AST-00325,Preventive,Medium,2025-07-04,2025-07-14,2025-07-06,Completed,5.9,third_rail
WO-0001579,AST-00403,Preventive,Medium,2025-07-04,2025-07-14,2025-07-11,Completed,6.6,third_rail
WO-0002445,AST-00625,Preventive,Medium,2025-07-04,2025-07-14,2025-07-05,Completed,4.8,third_rail
WO-0003748,AST-00943,Preventive,Medium,2025-07-04,2025-07-14,2025-07-06,Completed,7.0,power
WO-0005183,AST-00848,Corrective,Critical,2025-07-04,2025-07-06,2025-07-07,Completed,7.0,cable
WO-0000144,AST-00038,Preventive,Medium,2025-07-05,2025-07-15,2025-07-10,Completed,7.3,cable
WO-0000524,AST-00136,Preventive,Medium,2025-07-05,2025-07-15,2025-07-10,Completed,6.7,power
WO-0001570,AST-00401,Preventive,Medium,2025-07-05,2025-07-15,2025-07-05,Completed,5.3,breaker
WO-0001717,AST-00438,Preventive,Medium,2025-07-05,2025-07-15,2025-07-10,Completed,5.9,cable
WO-0003815,AST-00961,Preventive,Medium,2025-07-05,2025-07-15,2025-07-12,Completed,4.7,cable
WO-0002497,AST-00637,Preventive,Medium,2025-07-06,2025-07-16,2025-07-07,Completed,5.7,cable
WO-0004894,AST-00659,Corrective,High,2025-07-06,2025-07-11,2025-07-18,Completed,6.4,cable
WO-0005280,AST-00917,Corrective,High,2025-07-06,2025-07-11,2025-07-07,Completed,9.6,power
WO-0000149,AST-00039,Preventive,Medium,2025-07-07,2025-07-17,2025-07-08,Completed,5.7,breaker
WO-0001436,AST-00367,Preventive,Medium,2025-07-07,2025-07-17,2025-07-08,Completed,5.9,third_rail
WO-0002813,AST-00716,Preventive,Medium,2025-07-07,2025-07-17,2025-07-08,Completed,3.8,breaker
WO-0003559,AST-00897,Preventive,Medium,2025-07-07,2025-07-17,2025-07-14,Completed,3.4,breaker
WO-0000370,AST-00095,Preventive,Medium,2025-07-08,2025-07-18,2025-07-09,Completed,3.4,breaker
WO-0001523,AST-00390,Preventive,Medium,2025-07-08,2025-07-18,2025-07-11,Completed,3.4,third_rail
WO-0004367,AST-00264,Corrective,High,2025-07-08,2025-07-13,2025-07-14,Completed,5.5,power
WO-0000153,AST-00040,Preventive,Medium,2025-07-09,2025-07-19,2025-07-10,Completed,2.9,cable
WO-0000838,AST-00214,Preventive,Medium,2025-07-09,2025-07-19,2025-07-12,Completed,6.0,third_rail
WO-0002121,AST-00544,Preventive,Medium,2025-07-09,2025-07-19,2025-07-12,Completed,3.4,third_rail
WO-0002945,AST-00749,Preventive,Medium,2025-07-09,2025-07-19,2025-07-13,Completed,6.5,third_rail
WO-0004024,AST-00031,Corrective,Medium,2025-07-09,2025-07-19,2025-07-11,Completed,5.3,cable
WO-0000111,AST-00029,Preventive,Medium,2025-07-10,2025-07-20,2025-07-11,Completed,4.4,power
WO-0000619,AST-00159,Preventive,Medium,2025-07-10,2025-07-20,2025-07-10,Completed,5.0,cable
WO-0001835,AST-00468,Preventive,Medium,2025-07-10,2025-07-20,2025-07-10,Completed,4.5,third_rail
WO-0002935,AST-00747,Preventive,Medium,2025-07-10,2025-07-20,2025-07-12,Completed,4.2,breaker
WO-0004119,AST-00105,Corrective,Medium,2025-07-10,2025-07-20,2025-07-13,Completed,8.1,third_rail
WO-0002606,AST-00665,Preventive,Medium,2025-07-11,2025-07-21,2025-07-13,Completed,4.4,breaker
WO-0002645,AST-00674,Preventive,Medium,2025-07-11,2025-07-21,2025-07-12,Completed,4.9,cable
WO-0004476,AST-00348,Corrective,High,2025-07-11,2025-07-16,2025-07-23,Completed,6.1,breaker
WO-0004479,AST-00353,Corrective,High,2025-07-11,2025-07-16,2025-07-17,Completed,6.8,cable
WO-0004565,AST-00411,Corrective,Medium,2025-07-11,2025-07-21,2025-07-29,Completed,4.6,cable
WO-0004752,AST-00547,Corrective,High,2025-07-11,2025-07-16,2025-07-23,Completed,5.7,breaker
WO-0000443,AST-00114,Preventive,Medium,2025-07-12,2025-07-22,2025-07-13,Completed,4.1,cable
WO-0001465,AST-00374,Preventive,Medium,2025-07-12,2025-07-22,2025-07-14,Completed,6.1,breaker
WO-0002187,AST-00560,Preventive,Medium,2025-07-12,2025-07-22,2025-07-16,Completed,6.0,cable
WO-0003588,AST-00903,Preventive,Medium,2025-07-12,2025-07-22,2025-07-15,Completed,4.3,power
WO-0004829,AST-00606,Corrective,High,2025-07-12,2025-07-17,2025-07-14,Completed,4.7,third_rail
WO-0004878,AST-00651,Corrective,Medium,2025-07-12,2025-07-22,2025-07-15,Completed,7.9,cable
WO-0005244,AST-00890,Corrective,Medium,2025-07-12,2025-07-22,2025-07-16,Completed,7.5,cable
WO-0003373,AST-00854,Preventive,Medium,2025-07-13,2025-07-23,2025-07-14,Completed,5.1,third_rail
WO-0003999,AST-00016,Corrective,Medium,2025-07-13,2025-07-23,2025-07-19,Completed,6.7,breaker
WO-0000881,AST-00225,Preventive,Medium,2025-07-14,2025-07-24,2025-07-20,Completed,3.6,breaker
WO-0001471,AST-00375,Preventive,Medium,2025-07-14,2025-07-24,2025-07-14,Completed,5.1,power
WO-0001901,AST-00487,Preventive,Medium,2025-07-14,2025-07-24,2025-07-15,Completed,6.7,cable
WO-0001973,AST-00507,Preventive,Medium,2025-07-14,2025-07-24,2025-07-22,Completed,5.3,breaker
WO-0002592,AST-00661,Preventive,Medium,2025-07-14,2025-07-24,2025-07-19,Completed,4.8,breaker
WO-0003255,AST-00827,Preventive,Medium,2025-07-14,2025-07-24,2025-07-16,Completed,5.2,cable
WO-0004486,AST-00356,Corrective,High,2025-07-14,2025-07-19,2025-07-16,Completed,3.6,cable
WO-0005282,AST-00919,Corrective,High,2025-07-14,2025-07-19,2025-07-17,Completed,6.1,breaker
WO-0000568,AST-00146,Preventive,Medium,2025-07-15,2025-07-25,2025-07-17,Completed,5.9,breaker
WO-0000781,AST-00199,Preventive,Medium,2025-07-15,2025-07-25,2025-07-18,Completed,2.1,breaker
WO-0001445,AST-00369,Preventive,Medium,2025-07-15,2025-07-25,2025-07-16,Completed,6.0,breaker
WO-0001888,AST-00482,Preventive,Medium,2025-07-15,2025-07-25,2025-07-17,Completed,3.5,breaker
WO-0002158,AST-00553,Preventive,Medium,2025-07-15,2025-07-25,2025-07-19,Completed,2.2,breaker
WO-0003046,AST-00775,Preventive,Medium,2025-07-15,2025-07-25,2025-07-18,Completed,4.0,power
WO-0003824,AST-00963,Preventive,Medium,2025-07-15,2025-07-25,2025-07-18,Completed,6.5,power
WO-0004021,AST-00029,Corrective,High,2025-07-15,2025-07-20,2025-07-20,Completed,5.6,power
WO-0004449,AST-00324,Corrective,Medium,2025-07-15,2025-07-25,2025-07-16,Completed,5.8,cable
WO-0005296,AST-00927,Corrective,Medium,2025-07-15,2025-07-25,2025-07-17,Completed,8.1,power
WO-0000474,AST-00122,Preventive,Medium,2025-07-16,2025-07-26,2025-07-16,Completed,4.2,cable
WO-0001997,AST-00513,Preventive,Medium,2025-07-16,2025-07-26,2025-07-20,Completed,3.9,power
WO-0002324,AST-00594,Preventive,Medium,2025-07-16,2025-07-26,2025-07-17,Completed,5.7,cable
WO-0003299,AST-00836,Preventive,Medium,2025-07-16,2025-07-26,2025-07-20,Completed,3.0,cable
WO-0003669,AST-00923,Preventive,Medium,2025-07-16,2025-07-26,2025-07-23,Completed,3.2,cable
WO-0004240,AST-00174,Corrective,High,2025-07-16,2025-07-21,2025-07-17,Completed,5.2,third_rail
WO-0000170,AST-00044,Preventive,Medium,2025-07-17,2025-07-27,2025-07-18,Completed,4.4,breaker
WO-0000270,AST-00070,Preventive,Medium,2025-07-17,2025-07-27,2025-07-18,Completed,5.2,cable
WO-0000555,AST-00143,Preventive,Medium,2025-07-17,2025-07-27,2025-07-19,Completed,4.6,third_rail
WO-0002077,AST-00534,Preventive,Medium,2025-07-17,2025-07-27,2025-07-18,Completed,5.8,cable
WO-0001868,AST-00476,Preventive,Medium,2025-07-18,2025-07-28,2025-07-21,Completed,6.0,breaker
WO-0002245,AST-00575,Preventive,Medium,2025-07-18,2025-07-28,2025-07-26,Completed,7.3,third_rail
WO-0002973,AST-00755,Preventive,Medium,2025-07-18,2025-07-28,2025-07-24,Completed,7.0,cable
WO-0003580,AST-00901,Preventive,Medium,2025-07-18,2025-07-28,2025-07-20,Completed,4.7,cable
WO-0004171,AST-00135,Corrective,High,2025-07-18,2025-07-23,2025-07-20,Completed,8.0,cable
WO-0004688,AST-00502,Corrective,High,2025-07-18,2025-07-23,2025-07-19,Completed,6.6,third_rail
WO-0002433,AST-00622,Preventive,Medium,2025-07-19,2025-07-29,2025-07-20,Completed,4.7,cable
WO-0003429,AST-00866,Preventive,Medium,2025-07-19,2025-07-29,2025-07-20,Completed,5.6,third_rail
WO-0000955,AST-00245,Preventive,Medium,2025-07-20,2025-07-30,2025-07-27,Completed,6.3,cable
WO-0001458,AST-00372,Preventive,Medium,2025-07-20,2025-07-30,2025-07-26,Completed,3.7,breaker
WO-0002725,AST-00694,Preventive,Medium,2025-07-20,2025-07-30,2025-07-26,Completed,2.9,breaker
WO-0002298,AST-00588,Preventive,Medium,2025-07-21,2025-07-31,2025-07-23,Completed,3.1,breaker
WO-0004080,AST-00067,Corrective,Medium,2025-07-21,2025-07-31,2025-07-24,Completed,3.8,cable
WO-0004180,AST-00139,Corrective,Medium,2025-07-21,2025-07-31,2025-07-28,Completed,9.3,third_rail
WO-0004314,AST-00226,Corrective,Medium,2025-07-21,2025-07-31,2025-07-22,Completed,9.5,third_rail
WO-0004371,AST-00265,Corrective,Critical,2025-07-21,2025-07-23,2025-07-26,Completed,9.3,third_rail
WO-0004779,AST-00567,Corrective,Medium,2025-07-21,2025-07-31,2025-07-23,Completed,6.8,third_rail
WO-0005354,AST-00970,Corrective,High,2025-07-21,2025-07-26,2025-07-25,Completed,6.3,breaker
WO-0000080,AST-00022,Preventive,Medium,2025-07-22,2025-08-01,2025-07-23,Completed,6.1,breaker
WO-0001417,AST-00363,Preventive,Medium,2025-07-22,2025-08-01,2025-07-23,Completed,8.8,power
WO-0003141,AST-00800,Preventive,Medium,2025-07-22,2025-08-01,2025-07-27,Completed,5.1,cable
WO-0003624,AST-00911,Preventive,Medium,2025-07-22,2025-08-01,2025-07-26,Completed,6.5,third_rail
WO-0004175,AST-00136,Corrective,High,2025-07-22,2025-07-27,2025-08-04,Completed,9.3,power
WO-0004747,AST-00544,Corrective,Medium,2025-07-22,2025-08-01,2025-07-25,Completed,5.6,third_rail
WO-0005039,AST-00757,Corrective,Medium,2025-07-22,2025-08-01,2025-07-22,Completed,5.8,breaker
WO-0005224,AST-00877,Corrective,High,2025-07-22,2025-07-27,2025-07-22,Completed,8.0,breaker
WO-0000074,AST-00021,Preventive,Medium,2025-07-23,2025-08-02,2025-07-26,Completed,7.7,third_rail
WO-0000335,AST-00085,Preventive,Medium,2025-07-23,2025-08-02,2025-07-25,Completed,8.7,power
WO-0000922,AST-00236,Preventive,Medium,2025-07-23,2025-08-02,2025-07-29,Completed,6.7,third_rail
WO-0001213,AST-00311,Preventive,Medium,2025-07-23,2025-08-02,2025-07-26,Completed,5.2,cable
WO-0002037,AST-00523,Preventive,Medium,2025-07-23,2025-08-02,2025-07-26,Completed,5.9,power
WO-0002860,AST-00728,Preventive,Medium,2025-07-23,2025-08-02,2025-07-24,Completed,6.2,power
WO-0003684,AST-00927,Preventive,Medium,2025-07-23,2025-08-02,2025-07-25,Completed,2.0,power
WO-0003723,AST-00937,Preventive,Medium,2025-07-23,2025-08-02,2025-07-28,Completed,2.5,third_rail
WO-0004345,AST-00242,Corrective,Critical,2025-07-23,2025-07-25,2025-07-26,Completed,8.7,third_rail
WO-0000020,AST-00005,Preventive,Medium,2025-07-24,2025-08-03,2025-07-25,Completed,3.5,power
WO-0001388,AST-00357,Preventive,Medium,2025-07-24,2025-08-03,2025-07-25,Completed,5.9,third_rail
WO-0002491,AST-00636,Preventive,Medium,2025-07-24,2025-08-03,2025-07-29,Completed,8.6,power
WO-0003077,AST-00784,Preventive,Medium,2025-07-24,2025-08-03,2025-08-04,Completed,4.9,cable
WO-0003456,AST-00873,Preventive,Medium,2025-07-24,2025-08-03,2025-07-26,Completed,5.8,third_rail
WO-0003549,AST-00894,Preventive,Medium,2025-07-24,2025-08-03,2025-07-31,Completed,3.4,power
WO-0003564,AST-00898,Preventive,Medium,2025-07-24,2025-08-03,2025-07-27,Completed,3.5,breaker
WO-0004437,AST-00318,Corrective,High,2025-07-24,2025-07-29,2025-07-28,Completed,7.0,cable
WO-0000085,AST-00023,Preventive,Medium,2025-07-25,2025-08-04,2025-07-31,Completed,6.1,third_rail
WO-0001208,AST-00310,Preventive,Medium,2025-07-25,2025-08-04,2025-07-25,Completed,3.4,power
WO-0001597,AST-00407,Preventive,Medium,2025-07-25,2025-08-04,2025-07-29,Completed,5.3,breaker
WO-0002365,AST-00604,Preventive,Medium,2025-07-25,2025-08-04,2025-08-06,Completed,4.3,cable
WO-0002632,AST-00671,Preventive,Medium,2025-07-25,2025-08-04,2025-07-30,Completed,3.8,power
WO-0002740,AST-00697,Preventive,Medium,2025-07-25,2025-08-04,2025-08-06,Completed,5.1,cable
WO-0003177,AST-00809,Preventive,Medium,2025-07-25,2025-08-04,2025-07-28,Completed,5.8,cable
WO-0003843,AST-00967,Preventive,Medium,2025-07-25,2025-08-04,2025-08-03,Completed,5.3,third_rail
WO-0003884,AST-00978,Preventive,Medium,2025-07-25,2025-08-04,2025-07-25,Completed,3.7,cable
WO-0000724,AST-00185,Preventive,Medium,2025-07-26,2025-08-05,2025-07-27,Completed,3.9,third_rail
WO-0000851,AST-00217,Preventive,Medium,2025-07-26,2025-08-05,2025-07-27,Completed,6.3,power
WO-0001744,AST-00444,Preventive,Medium,2025-07-26,2025-08-05,2025-07-28,Completed,5.4,breaker
WO-0002818,AST-00717,Preventive,Medium,2025-07-26,2025-08-05,2025-07-29,Completed,2.0,cable
WO-0004279,AST-00205,Corrective,Medium,2025-07-26,2025-08-05,2025-07-28,Completed,5.3,power
WO-0004356,AST-00251,Corrective,High,2025-07-26,2025-07-31,2025-07-27,Completed,2.9,cable
WO-0001423,AST-00364,Preventive,Medium,2025-07-27,2025-08-06,2025-07-28,Completed,3.1,power
WO-0003193,AST-00813,Preventive,Medium,2025-07-27,2025-08-06,2025-07-29,Completed,5.4,third_rail
WO-0003698,AST-00930,Preventive,Medium,2025-07-27,2025-08-06,2025-07-29,Completed,5.6,cable
WO-0003791,AST-00955,Preventive,Medium,2025-07-27,2025-08-06,2025-07-28,Completed,5.9,third_rail
WO-0003819,AST-00962,Preventive,Medium,2025-07-27,2025-08-06,2025-07-28,Completed,5.0,cable
WO-0004026,AST-00035,Corrective,Medium,2025-07-27,2025-08-06,2025-07-30,Completed,7.1,cable
WO-0004996,AST-00727,Corrective,Medium,2025-07-27,2025-08-06,2025-07-30,Completed,8.0,breaker
WO-0005166,AST-00841,Corrective,Medium,2025-07-27,2025-08-06,2025-07-28,Completed,5.4,power
WO-0000007,AST-00002,Preventive,Medium,2025-07-28,2025-08-07,2025-07-29,Completed,4.1,cable
WO-0001377,AST-00354,Preventive,Medium,2025-07-28,2025-08-07,2025-07-30,Completed,6.0,cable
WO-0002883,AST-00733,Preventive,Medium,2025-07-28,2025-08-07,2025-07-29,Completed,4.5,power
WO-0003181,AST-00810,Preventive,Medium,2025-07-28,2025-08-07,2025-08-02,Completed,2.4,third_rail
WO-0003656,AST-00920,Preventive,Medium,2025-07-28,2025-08-07,2025-08-02,Completed,4.2,cable
WO-0003947,AST-00992,Preventive,Medium,2025-07-28,2025-08-07,2025-07-29,Completed,4.3,third_rail
WO-0004783,AST-00570,Corrective,Medium,2025-07-28,2025-08-07,2025-07-29,Completed,7.0,cable
WO-0000684,AST-00175,Preventive,Medium,2025-07-29,2025-08-08,2025-08-01,Completed,5.4,power
WO-0002241,AST-00574,Preventive,Medium,2025-07-29,2025-08-08,2025-08-01,Completed,4.8,third_rail
WO-0003012,AST-00767,Preventive,Medium,2025-07-29,2025-08-08,2025-08-01,Completed,4.0,breaker
WO-0003450,AST-00871,Preventive,Medium,2025-07-29,2025-08-08,2025-07-31,Completed,5.0,cable
WO-0003855,AST-00970,Preventive,Medium,2025-07-29,2025-08-08,2025-08-08,Completed,5.8,breaker
WO-0004214,AST-00157,Corrective,Critical,2025-07-29,2025-07-31,2025-08-01,Completed,7.7,breaker
WO-0000430,AST-00111,Preventive,Medium,2025-07-30,2025-08-09,2025-08-19,Completed,6.1,cable
WO-0000464,AST-00120,Preventive,Medium,2025-07-30,2025-08-09,2025-07-31,Completed,6.4,cable
WO-0001217,AST-00312,Preventive,Medium,2025-07-30,2025-08-09,2025-08-02,Completed,4.7,cable
WO-0003206,AST-00816,Preventive,Medium,2025-07-30,2025-08-09,2025-07-30,Completed,4.0,third_rail
WO-0003315,AST-00840,Preventive,Medium,2025-07-30,2025-08-09,2025-08-02,Completed,6.3,cable
WO-0003417,AST-00863,Preventive,Medium,2025-07-30,2025-08-09,2025-08-02,Completed,4.7,third_rail
WO-0003977,AST-01000,Preventive,Medium,2025-07-30,2025-08-09,2025-08-03,Completed,6.6,breaker
WO-0001487,AST-00379,Preventive,Medium,2025-07-31,2025-08-10,2025-08-01,Completed,4.7,breaker
WO-0001602,AST-00408,Preventive,Medium,2025-07-31,2025-08-10,2025-08-06,Completed,6.9,third_rail
WO-0003446,AST-00870,Preventive,Medium,2025-07-31,2025-08-10,2025-08-03,Completed,3.7,breaker
WO-0003716,AST-00935,Preventive,Medium,2025-07-31,2025-08-10,2025-08-04,Completed,4.7,third_rail
WO-0004988,AST-00720,Corrective,High,2025-07-31,2025-08-05,2025-08-02,Completed,7.7,third_rail
WO-0002404,AST-00614,Preventive,Medium,2025-08-01,2025-08-11,2025-08-03,Completed,3.5,third_rail
WO-0002758,AST-00702,Preventive,Medium,2025-08-01,2025-08-11,2025-08-02,Completed,4.0,breaker
WO-0003665,AST-00922,Preventive,Medium,2025-08-01,2025-08-11,2025-08-03,Completed,3.9,third_rail
WO-0001993,AST-00512,Preventive,Medium,2025-08-02,2025-08-12,2025-08-03,Completed,6.1,third_rail
WO-0004216,AST-00158,Corrective,Medium,2025-08-02,2025-08-12,2025-08-08,Completed,6.8,cable
WO-0000258,AST-00067,Preventive,Medium,2025-08-03,2025-08-13,2025-08-05,Completed,5.4,cable
WO-0000574,AST-00147,Preventive,Medium,2025-08-03,2025-08-13,2025-08-07,Completed,7.2,breaker
WO-0000720,AST-00184,Preventive,Medium,2025-08-03,2025-08-13,2025-08-07,Completed,6.1,breaker
WO-0001561,AST-00399,Preventive,Medium,2025-08-03,2025-08-13,2025-08-04,Completed,4.3,cable
WO-0001739,AST-00443,Preventive,Medium,2025-08-03,2025-08-13,2025-08-03,Completed,7.0,cable
WO-0001814,AST-00462,Preventive,Medium,2025-08-03,2025-08-13,2025-08-11,Completed,6.1,power
WO-0002671,AST-00680,Preventive,Medium,2025-08-03,2025-08-13,2025-08-06,Completed,3.7,breaker
WO-0003066,AST-00781,Preventive,Medium,2025-08-03,2025-08-13,2025-08-05,Completed,5.0,breaker
WO-0000136,AST-00036,Preventive,Medium,2025-08-04,2025-08-14,2025-08-06,Completed,3.3,breaker
WO-0001639,AST-00418,Preventive,Medium,2025-08-04,2025-08-14,2025-08-04,Completed,5.6,third_rail
WO-0002152,AST-00552,Preventive,Medium,2025-08-04,2025-08-14,2025-08-13,Completed,5.6,power
WO-0003481,AST-00879,Preventive,Medium,2025-08-04,2025-08-14,2025-08-05,Completed,5.3,cable
WO-0004115,AST-00101,Corrective,Medium,2025-08-04,2025-08-14,2025-08-05,Completed,7.6,third_rail
WO-0000886,AST-00226,Preventive,Medium,2025-08-05,2025-08-15,2025-08-15,Completed,3.3,third_rail
WO-0003616,AST-00909,Preventive,Medium,2025-08-05,2025-08-15,2025-08-08,Completed,7.4,breaker
WO-0004593,AST-00439,Corrective,Medium,2025-08-05,2025-08-15,2025-08-06,Completed,8.5,cable
WO-0004777,AST-00566,Corrective,Critical,2025-08-05,2025-08-07,2025-08-11,Completed,10.2,cable
WO-0005158,AST-00838,Corrective,Critical,2025-08-05,2025-08-07,2025-08-17,Completed,7.0,third_rail
WO-0000689,AST-00176,Preventive,Medium,2025-08-06,2025-08-16,2025-08-10,Completed,5.8,power
WO-0001659,AST-00422,Preventive,Medium,2025-08-06,2025-08-16,2025-08-07,Completed,4.3,power
WO-0001800,AST-00458,Preventive,Medium,2025-08-06,2025-08-16,2025-08-11,Completed,4.9,cable
WO-0002318,AST-00593,Preventive,Medium,2025-08-06,2025-08-16,2025-08-11,Completed,4.5,breaker
WO-0003422,AST-00864,Preventive,Medium,2025-08-06,2025-08-16,2025-08-11,Completed,4.2,cable
WO-0003501,AST-00883,Preventive,Medium,2025-08-06,2025-08-16,2025-08-07,Completed,5.2,third_rail
WO-0001114,AST-00286,Preventive,Medium,2025-08-08,2025-08-18,2025-08-12,Completed,5.0,cable
WO-0002719,AST-00692,Preventive,Medium,2025-08-08,2025-08-18,2025-08-10,Completed,5.3,third_rail
WO-0003042,AST-00774,Preventive,Medium,2025-08-08,2025-08-18,2025-08-10,Completed,3.2,third_rail
WO-0003764,AST-00948,Preventive,Medium,2025-08-08,2025-08-18,2025-08-12,Completed,5.6,third_rail
WO-0003867,AST-00973,Preventive,Medium,2025-08-08,2025-08-18,2025-08-09,Completed,5.6,power
WO-0004587,AST-00435,Corrective,Medium,2025-08-08,2025-08-18,2025-08-09,Completed,9.9,power
WO-0004614,AST-00450,Corrective,Medium,2025-08-09,2025-08-19,2025-08-13,Completed,7.1,cable
WO-0004861,AST-00631,Corrective,Medium,2025-08-09,2025-08-19,2025-08-09,Completed,8.1,third_rail
WO-0000303,AST-00077,Preventive,Medium,2025-08-10,2025-08-20,2025-08-14,Completed,3.9,breaker
WO-0001066,AST-00274,Preventive,Medium,2025-08-10,2025-08-20,2025-08-22,Completed,5.4,cable
WO-0001449,AST-00370,Preventive,Medium,2025-08-10,2025-08-20,2025-08-12,Completed,6.5,third_rail
WO-0002236,AST-00573,Preventive,Medium,2025-08-10,2025-08-20,2025-08-13,Completed,2.8,cable
WO-0002649,AST-00675,Preventive,Medium,2025-08-10,2025-08-20,2025-08-11,Completed,5.8,cable
WO-0004494,AST-00359,Corrective,Critical,2025-08-10,2025-08-12,2025-08-14,Completed,11.2,cable
WO-0000415,AST-00107,Preventive,Medium,2025-08-11,2025-08-21,2025-08-15,Completed,5.2,cable
WO-0002347,AST-00599,Preventive,Medium,2025-08-11,2025-08-21,2025-08-14,Completed,4.9,third_rail
WO-0002572,AST-00656,Preventive,Medium,2025-08-11,2025-08-21,2025-08-21,Completed,2.4,breaker
WO-0003145,AST-00801,Preventive,Medium,2025-08-11,2025-08-21,2025-08-12,Completed,4.9,cable
WO-0001235,AST-00316,Preventive,Medium,2025-08-12,2025-08-22,2025-08-19,Completed,5.9,breaker
WO-0001752,AST-00446,Preventive,Medium,2025-08-12,2025-08-22,2025-08-14,Completed,6.1,cable
WO-0002576,AST-00657,Preventive,Medium,2025-08-12,2025-08-22,2025-08-16,Completed,3.1,third_rail
WO-0002773,AST-00705,Preventive,Medium,2025-08-12,2025-08-22,2025-08-22,Completed,3.0,breaker
WO-0002880,AST-00732,Preventive,Medium,2025-08-12,2025-08-22,2025-08-19,Completed,5.8,power
WO-0004137,AST-00115,Corrective,Medium,2025-08-12,2025-08-22,2025-08-12,Completed,6.0,power
WO-0004458,AST-00333,Corrective,High,2025-08-13,2025-08-18,2025-08-13,Completed,5.8,cable
WO-0005011,AST-00735,Corrective,Medium,2025-08-13,2025-08-23,2025-08-16,Completed,7.3,power
